make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Nissan 370Z,35000.0,Coupe,Used,No,12254.0,Automatic,Benzine,Dealer,3696.0,7.0,248.0,Rear,4,1580.0,No,Part/Full Leather,1.0,unefficient,6.0,241.0,10.6,Standard,Standard,Safety Premium Package
Nissan 350Z,18500.0,Coupe,Used,No,160000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,2,1600.0,Yes,Part/Full Leather,2.0,unefficient,17.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,26500.0,Coupe,Used,No,131000.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,3,1544.0,No,Part/Full Leather,1.0,unefficient,11.0,241.0,11.2,Standard,Standard,Safety Standard Package
Nissan 370Z,23999.0,Coupe,Used,No,65308.0,Automatic,Benzine,Dealer,3696.0,7.0,248.0,Rear,4,1496.0,Yes,Part/Full Leather,1.0,unefficient,9.0,241.0,11.2,Standard,Standard,Safety Premium Package
Nissan 370Z,29950.0,Coupe,Used,No,72500.0,Manual,Benzine,Dealer,3696.0,6.0,251.0,Rear,10,1496.0,Yes,Cloth,1.0,unefficient,9.0,253.0,10.6,Premium,Plus,Safety Premium Package
Nissan 370Z,26000.0,Coupe,Used,No,80722.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,11,1471.0,No,Part/Full Leather,1.0,unefficient,10.0,241.0,10.6,Standard,Standard,Safety Premium Package
Nissan 370Z,34250.0,Coupe,Used,No,130000.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,5,1571.0,Yes,Part/Full Leather,3.0,unefficient,7.0,253.0,10.6,Premium,Standard,Safety Premium Package
Nissan 350Z,17500.0,Coupe,Used,No,144000.0,Manual,Benzine,Private seller,3500.0,6.0,273.0,Rear,5,1720.0,Yes,Part/Full Leather,7.0,unefficient,19.0,206.0,11.7,Standard,Standard,Safety Premium Package
Nissan 350Z,19999.0,Coupe,Used,No,109387.0,Manual,Benzine,Dealer,3498.0,6.0,273.0,Rear,8,1720.0,No,Part/Full Leather,3.0,unefficient,19.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,28950.0,Coupe,Used,No,62080.0,Manual,Benzine,Dealer,3696.0,6.0,249.0,Rear,1,1471.0,No,Part/Full Leather,2.0,unefficient,13.0,243.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,41000.0,Coupe,Used,No,11200.0,Manual,Benzine,Private seller,3696.0,6.0,285.0,Rear,6,1597.0,Yes,Cloth,2.0,unefficient,8.0,253.0,12.5,Standard,Standard,Safety Premium Package
Nissan 370Z,26900.0,Coupe,Used,No,103000.0,Automatic,Benzine,Dealer,3696.0,7.0,248.0,Rear,7,1496.0,Yes,Part/Full Leather,3.0,unefficient,7.0,241.0,11.2,Standard,Plus,Safety Premium Package
Nissan 370Z,31800.0,Coupe,Used,Yes,26200.0,Manual,Benzine,Dealer,3696.0,6.0,249.0,Rear,1,1496.0,No,Part/Full Leather,1.0,unefficient,11.0,245.0,11.2,Standard,Standard,Safety Standard Package
Nissan 370Z,21999.0,Coupe,Used,No,98100.0,Manual,Benzine,Dealer,3696.0,6.0,249.0,Rear,9,1496.0,Yes,Part/Full Leather,2.0,unefficient,13.0,243.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,21900.0,Coupe,Used,No,99875.0,Automatic,Benzine,Private seller,3696.0,7.0,247.0,Rear,11,1583.0,Yes,Part/Full Leather,2.0,unefficient,12.0,243.0,10.4,Standard,Plus,Safety Premium Package
Nissan 370Z,34990.0,Coupe,Used,No,76000.0,Manual,Benzine,Dealer,3696.0,6.0,262.0,Rear,5,1600.0,Yes,Part/Full Leather,1.0,unefficient,10.0,241.0,11.2,Premium,Standard,Safety Premium Package
Nissan 370Z,24450.0,Coupe,Used,No,162500.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,1,1483.0,No,Part/Full Leather,1.0,unefficient,11.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,35000.0,Coupe,Used,No,6100.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,2,1583.0,Yes,Part/Full Leather,3.0,unefficient,7.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,18500.0,Coupe,Used,No,157800.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,6,1600.0,No,Part/Full Leather,1.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Plus Package
Nissan 370Z,26200.0,Coupe,Used,No,31150.0,Automatic,Benzine,Private seller,3696.0,7.0,245.0,Rear,4,1583.0,No,Part/Full Leather,2.0,unefficient,5.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,32000.0,Coupe,Used,No,41500.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,8,1544.0,Yes,Cloth,1.0,unefficient,11.0,241.0,11.2,Standard,Plus,Safety Premium Package
Nissan 350Z,18100.0,Coupe,Used,No,154324.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,1,1600.0,No,Part/Full Leather,3.0,unefficient,19.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 350Z,17200.0,Coupe,Used,No,158000.0,Manual,Benzine,Private seller,3498.0,6.0,280.0,Rear,9,1600.0,Yes,Part/Full Leather,4.0,unefficient,16.0,221.0,11.7,Standard,Standard,Safety Premium Package
Nissan 350Z,26500.0,Coupe,Used,No,100000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,3,1545.0,No,Part/Full Leather,1.0,unefficient,18.0,206.0,12.1,Standard,Standard,Safety Standard Package
Nissan 350Z,9500.0,Coupe,Used,No,125200.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,9,1500.0,No,Part/Full Leather,1.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,43900.0,Coupe,Used,No,22303.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,4,1571.0,Yes,Part/Full Leather,2.0,unefficient,5.0,253.0,10.6,Premium,Standard,Safety Premium Package
Nissan 350Z,14900.0,Coupe,Used,No,176000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,5,1600.0,Yes,Part/Full Leather,2.0,unefficient,17.0,206.0,11.7,Standard,Standard,Safety Premium Package
Nissan 370Z,29900.0,Coupe,Used,No,168000.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,7,1525.0,Yes,Part/Full Leather,2.0,unefficient,12.0,243.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,19000.0,Coupe,Used,No,141406.0,Manual,Benzine,Dealer,3498.0,6.0,280.0,Rear,6,1720.0,Yes,Part/Full Leather,1.0,unefficient,16.0,221.0,11.7,Standard,Standard,Safety Premium Plus Package
Nissan 370Z,24000.0,Coupe,Used,No,96500.0,Semi-automatic,Benzine,Private seller,3696.0,7.0,245.0,Rear,4,1583.0,Yes,Part/Full Leather,2.0,unefficient,10.0,241.0,10.4,Standard,Standard,Safety Premium Package
Nissan 370Z,42500.0,Coupe,Used,No,23000.0,Manual,Benzine,Private seller,3696.0,6.0,285.0,Rear,4,1535.0,No,Part/Full Leather,1.0,unefficient,4.0,253.0,12.5,Standard,Standard,Safety Premium Package
Nissan 370Z,28500.0,Coupe,Used,No,46000.0,Automatic,Benzine,Private seller,3696.0,7.0,245.0,Rear,5,1583.0,Yes,Part/Full Leather,2.0,unefficient,4.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,39999.0,Coupe,Used,No,9999.0,Manual,Benzine,Dealer,3696.0,6.0,251.0,Rear,9,1496.0,Yes,Part/Full Leather,1.0,unefficient,7.0,253.0,10.6,Premium,Plus,Safety Premium Package
Nissan 370Z,20950.0,Coupe,Used,No,108000.0,Automatic,Benzine,Private seller,3696.0,7.0,248.0,Rear,5,1500.0,No,Part/Full Leather,1.0,unefficient,11.0,243.0,11.2,Standard,Standard,Safety Premium Package
Nissan 370Z,39999.0,Coupe,Used,No,17000.0,Automatic,Benzine,Dealer,3696.0,7.0,248.0,Rear,5,1496.0,Yes,Cloth,1.0,unefficient,6.0,241.0,11.2,Standard,Plus,Safety Standard Package
Nissan 370Z,49990.0,Coupe,Used,Yes,11842.0,Manual,Benzine,Dealer,3696.0,6.0,248.0,Rear,1,1496.0,No,Cloth,2.0,unefficient,5.0,253.0,11.2,Standard,Standard,Safety Standard Package
Nissan 370Z,26488.0,Coupe,Used,No,77800.0,Automatic,Benzine,Dealer,3696.0,6.0,256.0,Rear,4,1612.0,No,Part/Full Leather,1.0,unefficient,9.0,241.0,10.4,Standard,Standard,Safety Premium Package
Nissan 350Z,25000.0,Coupe,Used,No,112000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,9,1525.0,Yes,Part/Full Leather,4.0,unefficient,17.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,35888.0,Coupe,Used,No,50000.0,Automatic,Benzine,Dealer,3696.0,7.0,259.0,Rear,6,1496.0,Yes,Part/Full Leather,1.0,unefficient,2.0,241.0,11.4,Premium,Standard,Safety Premium Package
Nissan 370Z,26000.0,Coupe,Used,No,50100.0,Automatic,Benzine,Private seller,3696.0,7.0,245.0,Rear,4,1583.0,Yes,Part/Full Leather,2.0,unefficient,6.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,23990.0,Coupe,Used,No,129000.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,8,1496.0,Yes,Part/Full Leather,2.0,unefficient,7.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,26900.0,Coupe,Used,No,51238.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,3,1545.0,No,Part/Full Leather,1.0,unefficient,18.0,206.0,12.1,Standard,Standard,Safety Premium Plus Package
Nissan 370Z,41900.0,Coupe,Used,No,11500.0,Automatic,Benzine,Dealer,3696.0,7.0,259.0,Rear,5,1496.0,Yes,Part/Full Leather,1.0,unefficient,2.0,241.0,11.4,Premium,Standard,Safety Premium Package
Nissan 350Z,26500.0,Coupe,Used,No,160000.0,Manual,Benzine,Private seller,3500.0,6.0,273.0,Rear,5,1720.0,No,Part/Full Leather,2.0,unefficient,15.0,206.0,11.7,Standard,Plus,Safety Standard Package
Nissan 370Z,28500.0,Coupe,Used,No,87000.0,Manual,Benzine,Dealer,3696.0,6.0,249.0,Rear,11,1525.0,Yes,Part/Full Leather,2.0,unefficient,11.0,243.0,10.5,Standard,Plus,Safety Premium Package
Nissan 370Z,36650.0,Coupe,Used,No,70260.0,Manual,Benzine,Dealer,3696.0,6.0,251.0,Rear,5,1496.0,Yes,Cloth,2.0,unefficient,8.0,253.0,10.6,Standard,Standard,Safety Premium Package
Nissan 350Z,18500.0,Coupe,Used,No,192800.0,Manual,Benzine,Private seller,3498.0,6.0,280.0,Rear,3,1515.0,No,Part/Full Leather,4.0,unefficient,17.0,221.0,11.7,Standard,Standard,Safety Premium Package
Nissan 370Z,44900.0,Coupe,Used,No,25500.0,Manual,Benzine,Dealer,3696.0,6.0,245.0,Rear,8,1496.0,Yes,Part/Full Leather,1.0,unefficient,5.0,253.0,10.5,Premium,Standard,Safety Premium Package
Nissan 370Z,28499.0,Coupe,Used,No,41000.0,Manual,Benzine,Dealer,3696.0,6.0,248.0,Rear,9,1496.0,Yes,Part/Full Leather,3.0,unefficient,6.0,241.0,10.6,Premium,Standard,Safety Premium Package
Nissan 370Z,25000.0,Coupe,Used,No,31500.0,Manual,Benzine,Private seller,3696.0,6.0,262.0,Rear,3,1524.0,No,Cloth,2.0,unefficient,11.0,241.0,11.2,Standard,Standard,Safety Premium Package
Nissan 370Z,26488.0,Coupe,Used,No,77800.0,Automatic,Benzine,Dealer,3696.0,6.0,256.0,Rear,4,1612.0,No,Part/Full Leather,1.0,unefficient,9.0,241.0,10.4,Standard,Standard,Safety Premium Package
Nissan 370Z,31370.0,Coupe,Used,No,44200.0,Manual,Benzine,Dealer,3696.0,6.0,248.0,Rear,8,1571.0,Yes,Part/Full Leather,1.0,unefficient,9.0,241.0,10.6,Standard,Standard,Safety Premium Package
Nissan 350Z,18900.0,Coupe,Used,No,106900.0,Manual,Benzine,Dealer,3498.0,6.0,273.0,Rear,5,1525.0,No,Part/Full Leather,2.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 350Z,29000.0,Coupe,Used,No,129000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,3,1545.0,Yes,Part/Full Leather,1.0,unefficient,17.0,206.0,12.1,Standard,Standard,Safety Standard Package
Nissan 370Z,36900.0,Coupe,Used,No,21000.0,Automatic,Benzine,Dealer,3696.0,7.0,259.0,Rear,9,1496.0,Yes,Part/Full Leather,1.0,unefficient,3.0,241.0,11.4,Premium,Standard,Safety Premium Package
Nissan 370Z,26900.0,Coupe,Used,No,69846.0,Manual,Benzine,Dealer,3696.0,6.0,248.0,Rear,2,1496.0,No,Cloth,2.0,unefficient,8.0,245.0,11.2,Standard,Standard,Safety Premium Package
Nissan 350Z,23000.0,Coupe,Used,No,69000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,2,1603.0,No,Part/Full Leather,2.0,unefficient,13.0,206.0,11.7,Standard,Standard,Safety Premium Package
Nissan 370Z,26488.0,Coupe,Used,No,77800.0,Automatic,Benzine,Dealer,3696.0,6.0,256.0,Rear,4,1612.0,No,Part/Full Leather,1.0,unefficient,9.0,241.0,10.4,Standard,Standard,Safety Premium Package
Nissan 370Z,32900.0,Coupe,Used,Yes,17750.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,5,1583.0,No,Part/Full Leather,2.0,unefficient,3.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,17000.0,Coupe,Used,No,109000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,4,1500.0,Yes,Part/Full Leather,2.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,33890.0,Coupe,Used,No,56690.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,6,1496.0,No,Part/Full Leather,2.0,unefficient,5.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,29500.0,Coupe,Used,No,111000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,6,1545.0,No,Part/Full Leather,2.0,unefficient,18.0,206.0,12.1,Standard,Standard,Safety Standard Package
Nissan 350Z,12500.0,Coupe,Used,No,150325.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,2,1500.0,No,Cloth,1.0,unefficient,17.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 370Z,39990.0,Coupe,Used,No,3890.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,8,1496.0,No,Part/Full Leather,2.0,unefficient,2.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 370Z,46790.0,Coupe,Used,Yes,31873.0,Manual,Benzine,Dealer,3696.0,6.0,248.0,Rear,3,1496.0,Yes,Part/Full Leather,1.0,unefficient,4.0,253.0,10.6,Standard,Standard,Safety Premium Package
Nissan 350Z,21000.0,Coupe,Used,No,133000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,7,1600.0,No,Cloth,1.0,unefficient,16.0,221.0,11.7,Standard,Standard,Safety Premium Package
Nissan 370Z,31490.0,Coupe,Used,No,23600.0,Automatic,Benzine,Dealer,3696.0,7.0,245.0,Rear,5,1583.0,No,Part/Full Leather,2.0,unefficient,4.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,20500.0,Coupe,Used,No,75500.0,Manual,Benzine,Private seller,3498.0,6.0,280.0,Rear,7,1610.0,Yes,Cloth,1.0,unefficient,16.0,206.0,11.7,Standard,Standard,Safety Premium Package
Nissan 350Z,12999.0,Coupe,Used,No,201700.0,Manual,Benzine,Dealer,3498.0,6.0,273.0,Rear,8,1720.0,No,Part/Full Leather,4.0,unefficient,17.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan Micra,3500.0,Coupe,Used,No,75000.0,Manual,Benzine,Private seller,1240.0,5.0,139.0,Front,2,1131.0,No,Part/Full Leather,2.0,efficient,12.0,59.0,5.9,Standard,Standard,Safety Standard Package
Nissan 370Z,28350.0,Coupe,Used,No,80000.0,Automatic,Benzine,Private seller,3700.0,7.0,248.0,Rear,12,1571.0,No,Part/Full Leather,2.0,unefficient,12.0,243.0,12.5,Standard,Plus,Safety Premium Package
Nissan 350Z,19499.0,Coupe,Used,No,78000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,2,1600.0,Yes,Part/Full Leather,3.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 350Z,14000.0,Coupe,Used,No,174500.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,10,1525.0,No,Part/Full Leather,3.0,unefficient,18.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 350Z,26000.0,Coupe,Used,No,75530.0,Manual,Benzine,Private seller,3498.0,6.0,280.0,Rear,2,1537.0,No,Part/Full Leather,2.0,unefficient,15.0,206.0,11.7,Standard,Standard,Safety Premium Package
Nissan 370Z,27500.0,Coupe,Used,No,62600.0,Manual,Benzine,Private seller,3696.0,6.0,248.0,Rear,10,1571.0,No,Part/Full Leather,3.0,unefficient,7.0,241.0,10.6,Standard,Standard,Safety Premium Package
Nissan 350Z,19900.0,Coupe,Used,No,97668.0,Manual,Benzine,Dealer,3498.0,6.0,273.0,Rear,1,1500.0,Yes,Part/Full Leather,2.0,unefficient,19.0,206.0,11.4,Standard,Standard,Safety Premium Plus Package
Nissan 370Z,25800.0,Coupe,Used,No,72000.0,Automatic,Benzine,Private seller,3696.0,7.0,245.0,Rear,2,1583.0,No,Part/Full Leather,2.0,unefficient,10.0,241.0,10.5,Standard,Standard,Safety Premium Package
Nissan 350Z,21500.0,Coupe,Used,No,21700.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,4,1545.0,Yes,Part/Full Leather,1.0,unefficient,16.0,221.0,11.5,Standard,Standard,Safety Premium Package
Nissan 350Z,19000.0,Coupe,Used,No,126474.0,Manual,Benzine,Private seller,3498.0,6.0,280.0,Rear,2,1620.0,No,Part/Full Leather,2.0,unefficient,15.0,221.0,11.7,Standard,Standard,Safety Standard Package
Nissan Micra,1600.0,Coupe,Used,No,224500.0,Manual,Benzine,Private seller,1240.0,5.0,139.0,Front,1,1021.0,No,Part/Full Leather,2.0,efficient,15.0,48.0,5.9,Standard,Standard,Safety Standard Package
Nissan 370Z,40900.0,Coupe,Used,Yes,12000.0,Manual,Benzine,Dealer,3696.0,8.0,262.0,Rear,7,1618.0,Yes,Part/Full Leather,1.0,unefficient,3.0,253.0,11.2,Standard,Standard,Safety Premium Package
Nissan 350Z,19900.0,Coupe,Used,No,117188.0,Manual,Benzine,Dealer,3498.0,6.0,280.0,Rear,1,1510.0,Yes,Part/Full Leather,2.0,unefficient,14.0,221.0,11.7,Standard,Standard,Safety Premium Plus Package
Nissan 350Z,15000.0,Coupe,Used,No,154800.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,4,1525.0,No,Part/Full Leather,3.0,unefficient,18.0,206.0,11.4,Standard,Plus,Safety Premium Package
Nissan Micra,2800.0,Coupe,Used,No,170000.0,Manual,Diesel,Dealer,1461.0,5.0,139.0,Front,2,1066.0,No,Part/Full Leather,4.0,unefficient,17.0,63.0,3.5,Standard,Standard,Safety Standard Package
Nissan 350Z,11500.0,Coupe,Used,No,205000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,2,1500.0,No,Part/Full Leather,2.0,unefficient,19.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan 350Z,18900.0,Coupe,Used,No,54000.0,Manual,Benzine,Dealer,3498.0,6.0,273.0,Rear,6,1525.0,No,Part/Full Leather,2.0,unefficient,19.0,206.0,11.4,Standard,Standard,Safety Premium Package
Nissan Micra,2500.0,Coupe,Used,No,190000.0,Manual,Benzine,Dealer,1240.0,5.0,143.0,Front,2,1021.0,No,Part/Full Leather,1.0,unefficient,16.0,59.0,5.9,Standard,Standard,Safety Standard Package
Nissan Juke,21990.0,Coupe,Used,Yes,29900.0,Automatic,Benzine,Dealer,1618.0,6.0,175.0,4WD,5,1469.0,Yes,Part/Full Leather,1.0,unefficient,4.0,157.0,7.4,Standard,Plus,Safety Premium Package
Nissan 350Z,16000.0,Coupe,Used,No,220000.0,Manual,Benzine,Private seller,3498.0,6.0,273.0,Rear,3,1545.0,No,Part/Full Leather,1.0,unefficient,16.0,206.0,12.1,Standard,Standard,Safety Standard Package
Nissan Micra,2500.0,Coupe,Used,No,200000.0,Manual,Diesel,Private seller,1461.0,5.0,139.0,Front,2,1050.0,No,Part/Full Leather,4.0,unefficient,17.0,48.0,4.6,Standard,Standard,Safety Standard Package
Nissan Micra,2990.0,Coupe,Used,Yes,178000.0,Manual,Benzine,Dealer,1240.0,5.0,143.0,Front,2,1021.0,No,Part/Full Leather,2.0,unefficient,16.0,59.0,5.9,Standard,Standard,Safety Standard Package
Nissan Qashqai,16999.0,Off-Road/Pick-up,Used,Yes,105000.0,Manual,Benzine,Dealer,1618.0,6.0,134.0,4WD,8,1369.0,Yes,Part/Full Leather,1.0,efficient,5.0,120.0,5.8,Premium,Plus,Safety Premium Package
Nissan X-Trail,21999.0,Off-Road/Pick-up,Used,No,76700.0,Automatic,Diesel,Dealer,1598.0,6.0,135.0,4WD,14,1505.0,Yes,Cloth,2.0,unefficient,5.0,96.0,5.1,Premium,Standard,Safety Premium Package
Nissan Qashqai,9500.0,Off-Road/Pick-up,Used,Yes,157000.0,Manual,Diesel,Dealer,1461.0,6.0,116.0,Front,1,1511.0,No,Part/Full Leather,2.0,efficient,11.0,81.0,5.0,Standard,Standard,Safety Premium Plus Package
Nissan Qashqai,14190.0,Off-Road/Pick-up,Used,Yes,59678.0,Manual,Diesel,Dealer,1598.0,6.0,116.0,Front,1,1375.0,No,Part/Full Leather,1.0,unefficient,9.0,96.0,4.4,Standard,Standard,Safety Standard Package
Nissan Qashqai,19990.0,Off-Road/Pick-up,Used,No,56880.0,Manual,Benzine,Dealer,1618.0,6.0,134.0,Front,4,1390.0,Yes,Cloth,1.0,unefficient,4.0,120.0,5.8,Standard,Plus,Safety Premium Package
Nissan X-Trail,17999.0,Off-Road/Pick-up,Used,Yes,90000.0,Manual,Diesel,Dealer,1598.0,6.0,133.0,Front,6,1500.0,Yes,Cloth,1.0,unefficient,5.0,96.0,4.9,Standard,Plus,Safety Premium Package
Nissan Juke,8880.0,Off-Road/Pick-up,Used,No,148100.0,Manual,Benzine,Dealer,1461.0,6.0,106.0,Front,5,1305.0,Yes,Cloth,2.0,efficient,7.0,81.0,4.0,Standard,Standard,Safety Premium Package
Nissan X-Trail,17990.0,Off-Road/Pick-up,Used,Yes,71000.0,Manual,Diesel,Dealer,1600.0,6.0,0.0,4WD,1,1505.0,Yes,Cloth,1.0,efficient,6.0,96.0,5.4,Standard,Standard,Safety Standard Package
Nissan X-Trail,22490.0,Off-Road/Pick-up,Used,Yes,106638.0,Automatic,Diesel,Dealer,1995.0,6.0,158.0,4WD,9,1665.0,Yes,Part/Full Leather,1.0,unefficient,5.0,130.0,6.0,Premium,Plus,Safety Premium Package
Nissan Juke,12200.0,Off-Road/Pick-up,Used,Yes,41856.0,Manual,Benzine,Dealer,1598.0,6.0,139.0,Front,1,1305.0,No,Cloth,1.0,unefficient,3.0,83.0,8.2,Standard,Standard,Safety Standard Package
Nissan X-Trail,13845.0,Off-Road/Pick-up,Used,No,145249.0,Manual,Diesel,Dealer,1598.0,6.0,139.0,4WD,4,1505.0,No,Part/Full Leather,2.0,efficient,7.0,96.0,5.3,Premium,Plus,Safety Premium Package
Nissan X-Trail,18990.0,Off-Road/Pick-up,Used,Yes,72122.0,Manual,Benzine,Dealer,1618.0,6.0,149.0,4WD,1,1505.0,No,Part/Full Leather,1.0,efficient,6.0,120.0,6.4,Standard,Standard,Safety Standard Package
Nissan Qashqai,14900.0,Off-Road/Pick-up,Used,No,123505.0,Manual,Diesel,Dealer,1461.0,6.0,0.0,Front,4,1375.0,Yes,Part/Full Leather,2.0,efficient,7.0,81.0,3.8,Standard,Standard,Safety Premium Package
Nissan Qashqai,11980.0,Off-Road/Pick-up,Used,Yes,82310.0,Manual,Diesel,Dealer,1598.0,6.0,135.0,4WD,5,1600.0,Yes,Part/Full Leather,1.0,efficient,9.0,96.0,5.1,Standard,Standard,Safety Premium Package
Nissan X-Trail,28790.0,Off-Road/Pick-up,Used,No,41643.0,Automatic,Diesel,Dealer,1749.0,6.0,168.0,4WD,8,1505.0,Yes,Cloth,1.0,unefficient,2.0,110.0,6.4,Premium,Plus,Safety Premium Package
Nissan Qashqai,14160.0,Off-Road/Pick-up,Used,No,104100.0,Automatic,Benzine,Dealer,1997.0,6.0,192.0,Front,3,1375.0,Yes,Part/Full Leather,1.0,efficient,8.0,104.0,8.0,Standard,Standard,Safety Premium Package
Nissan Juke,12200.0,Off-Road/Pick-up,Used,Yes,41316.0,Manual,Benzine,Dealer,1598.0,6.0,139.0,Front,1,1305.0,No,Cloth,1.0,unefficient,3.0,83.0,8.2,Standard,Standard,Safety Standard Package
Nissan X-Trail,13997.0,Off-Road/Pick-up,Used,No,156000.0,Manual,Diesel,Dealer,1598.0,6.0,0.0,4WD,9,1505.0,Yes,Part/Full Leather,1.0,efficient,8.0,96.0,5.4,Premium,Standard,Safety Premium Package
Nissan X-Trail,21900.0,Off-Road/Pick-up,Used,Yes,108199.0,Automatic,Diesel,Dealer,1995.0,1.0,162.0,4WD,4,1675.0,No,Part/Full Leather,1.0,efficient,4.0,130.0,6.1,Standard,Standard,Safety Premium Package
Nissan X-Trail,21190.0,Off-Road/Pick-up,Used,Yes,115002.0,Automatic,Diesel,Dealer,1995.0,6.0,139.0,4WD,1,1505.0,No,Part/Full Leather,1.0,unefficient,5.0,130.0,6.1,Standard,Standard,Safety Standard Package
Nissan Juke,20480.0,Off-Road/Pick-up,Used,No,43063.0,Manual,Benzine,Dealer,1618.0,6.0,165.0,Front,4,1342.0,No,Part/Full Leather,1.0,unefficient,3.0,160.0,7.2,Standard,Plus,Safety Premium Package
Nissan Juke,16990.0,Off-Road/Pick-up,Used,No,26400.0,Manual,Benzine,Dealer,1618.0,6.0,139.0,Front,7,1305.0,Yes,Part/Full Leather,1.0,unefficient,3.0,140.0,6.0,Standard,Standard,Safety Premium Package
Nissan X-Trail,18900.0,Off-Road/Pick-up,Used,Yes,57350.0,Manual,Diesel,Dealer,1598.0,6.0,139.0,4WD,1,1505.0,No,Part/Full Leather,1.0,unefficient,5.0,96.0,5.0,Standard,Plus,Safety Premium Package
Nissan Juke,11900.0,Off-Road/Pick-up,Used,Yes,58791.0,Manual,Benzine,Dealer,1598.0,6.0,139.0,Front,1,1305.0,No,Part/Full Leather,1.0,unefficient,3.0,83.0,8.2,Standard,Standard,Safety Standard Package
Nissan Qashqai,19250.0,Off-Road/Pick-up,Used,Yes,45100.0,Automatic,Diesel,Dealer,1461.0,7.0,116.0,Front,1,1375.0,No,Part/Full Leather,1.0,efficient,3.0,85.0,4.0,Standard,Standard,Safety Standard Package
Nissan Juke,12990.0,Off-Road/Pick-up,Used,No,87412.0,Manual,Diesel,Dealer,1461.0,6.0,106.0,Front,3,1305.0,No,Cloth,3.0,efficient,4.0,81.0,4.0,Standard,Plus,Safety Premium Package
